2023-05-28,Tipp,"Rosenlimonade: Eine halbe Zitrone heiß abspühlen und in Scheiben schneiden. In 250 ml Wasser legen und mit 250g Zucker aufkochen. 2-3 Minuten köcheln lassen, bis ein Sirup entstanden ist. Den Sirup vom Herd ziehen und abkühlen lassen. 2-3  Rosenblätter in den kalten Sirup legen und abdecken. An einem kühlen Ort 5-7 Tage ziehen lassen. Danach durch ein Sieb gießen uns in eine heiß ausgespülte Flasche füllen. Den Sirup bis zum Verwenden kühlen. Lasst es euch schmecken."
2023-05-29,Witz ,"Dornröschen im Laden: „Darf ich das Kleid im Schaufenster probieren?“ - Verkäufer: „Nein, bitte nur in der Umkleide“"
2023-05-30,Ferien,
2023-05-31,Ferien,
2023-06-01,Ferien,
2023-06-02,Ferien,
2023-06-03,Vorschlag,"Erdbeer-Bananen-Smoothie Zutaten: 2 Bananen, 15 Erdbeeren, 150g Naturjoghurt, 50 ml Milch Zubereitung: Alles in einem Mixgerät mixen und genießen."
2023-06-04,Ferien,
2023-06-05,Ferien,
2023-06-06,Ferien,
2023-06-07,Ferien,
2023-06-08,Ferien,
2023-06-09,Ferien,
2023-06-10,Vorschlag,"Weiße Schuhe bringt man mit Zahnpasta wieder zum Glänzen. Einfach einen kleinen Klecks auf eine alte, angefeuchtete Zahnbürste geben. Damit in kleinen Kreisbewegungen die Schuhe abbürsten, den restlichen Schaum anschließend mit einem Handtuch abtupfen. Probier‘s doch gleich mal aus 😊."
2023-06-11,,
2023-06-12,Fun Fact,Cinderella gilt als eines der schönsten und berühmtesten Mädchen der Welt. Freut euch diesen Monat über viel Interessantes rund um das Märchen Cinderella
2023-06-13,Fun Fact,"Aschenputtel ist im englischsprachigen Raum als „Cinderella“, im französischen Raum als „Cendrillon“ und im italienischen Raum als „Cenerentola“ bekannt."
2023-06-14,Zitat,„Für mich gibt es nur einen Trost. Das Träumen kann man mir wenigstens nicht verbieten.“ ~ Cinderella
2023-06-15,Fun Fact," Cinderella ist die erste Disney-Prinzessin, die nicht königlichen Blutes ist."
2023-06-16,Zitat,"„Wo Freundlichkeit herrscht, gibt es Güte, und wo es Güte gibt, da ist auch Magie.“ ~ Cinderella"
2023-06-17,Vorschlag,"Tortellini Cinderella
Für 2 Personen brauchst du 1 Liter Brühe, 125 g Tortellini, 1 Knoblauchzehe, 1 Becher Crème fraîche, 2 EL Milch, 100g Kochschinken und 1 Bund Schnittlauch. Für die Zubereitung einfach Code scannen und loslegen."
2023-06-18,,
2023-06-19,Vorschlag,"Heute hat Manuel Geburtstag."
2023-06-20,Quiz,"Cinderella ist ganz schön alt für eine Disney-Prinzessin. Wie alt ist sie? Antwort: Sie ist während der Ereignisse der Geschichte 19 Jahre alt."
2023-06-21,Tipp,Tipp: Die neue „Cinderella“ bei Amazon Prime ansehen. Es lohnt sich. 😊
2023-06-22,Rezept,"Cinderella-Cocktail – 2cl Orangensaft, 2cl Limettensaft und 2cl Ananassaft in einem Shaker vermischen und gut schütteln. Fertig! "
2023-06-23,Witz,Mozart + Cinderella = Mozarella
2023-06-24,,
2023-06-25,,
2023-06-26,Witz ,"Meine Tochter wollte eine Cinderella-Party, so lud ich all ihre Freunde zum Putzen ein."
2023-06-27,Quiz,"Um wie viel Uhr muss Cinderella ihren Prinzen verlassen?
A) 12:00 Uhr, B) 13:00 Uhr, C) 00:00 Uhr
Antwort: C) Um Punkt Mitternacht."
2023-06-28,Zitat, Wunder brauchen ein bisschen Zeit.“ ~ Cinderella
2023-06-29,Fun Fact,Schätzungen zufolge leben etwa 7-13 % aller Familien in Deutschland in einem Patchworksystem.
2023-06-30,Quiz,"Woraus zaubert die gute Fee Cinderellas Kutsche? A) Apfel, B) Birne, C) Kürbis. Antwort C) Kürbis "
2023-07-01,,
2023-07-02,,
2023-07-03,Witz,Warum war Rapunzel eine Blondine? Weil alle anderen die Türe aufgemacht hätten.
2023-07-04,Fun Fact,Rapunzel war der teuerste Animationsfilm aller Zeiten.
2023-07-05,Fun Fact,Welcher ist der höchste Turm der Welt? – Der Burj Khalifa in Dubai mit 828m.
2023-07-06,Quiz," Wer hat Rapunzels Haare abgeschnitten? Antwort: A) Peter, B) George, C) Flynn."
2023-07-07,Zitat, „Hope is the only thing stronger than fear.“ – Rapunzel.
2023-07-08,,
2023-07-09,,
2023-07-10,Zitat, „Oh well. C´est la vie.“ – Rapunzel.
2023-07-11,Fun Fact,"Die längsten Haare der Welt sind 5,62m."
2023-07-12,Fun Fact,"Es gibt eine Bio-Lebensmittelmarke, die Rapunzel heißt."
2023-07-13,,
2023-07-14,Zitat,„Lass deine Kraft leuchten.“ – Rapunzel.
2023-07-15,,
2023-07-16,,
2023-07-17,Witz,Was sagt der Königssohn im Hörbuch von Rapunzel? Rapunzel lad dein Haar herunter. 😊
2023-07-18,Fun Fact,Das erste Rapunzel-Buch erschien 1812.
2023-07-19,Fun Fact,Ich dachte heute hätte Manuel geburtstag (es war falsch)
2023-07-20,,
2023-07-21,Zitat,"„Und die Sache ist, ich hab‘ keine Angst mehr.“ – Rapunzel."
2023-07-22,,
2023-07-23,,
2023-07-24,Witz, Kommt ein Pferd in eine Bar. Fragt der Barkeeper: „Warum machst du denn so ein langes Gesicht?“
2023-07-25,Fun Fact,Die älteste Frau der Welt wurde 122 Jahre alt.
2023-07-26,,
2023-07-27,,
2023-07-28,Zitat,„Wie jeder habe ich auch einen Traum.“ – Rapunzel
2023-07-29,,
2023-07-30,,
2023-07-31,Fun Fact, Chamäleons (wie das im Märchen Rapunzel) haben Augen am Hinterkopf.
2023-08-01,Ferien,
2023-08-02,Ferien,
2023-08-03,Ferien,
2023-08-04,Ferien,
2023-08-05,Ferien,
2023-08-06,Ferien,
2023-08-07,Ferien,
2023-08-08,Ferien,
2023-08-09,Ferien,
2023-08-10,Ferien,
2023-08-11,Ferien,
2023-08-12,Ferien,
2023-08-13,Ferien,
2023-08-14,Ferien,
2023-08-15,Ferien,
2023-08-16,Ferien,
2023-08-17,Ferien,
2023-08-18,Ferien,
2023-08-19,Ferien,
2023-08-20,Ferien,
2023-08-21,Ferien,
2023-08-22,Ferien,
2023-08-23,Ferien,
2023-08-24,Ferien,
2023-08-25,Ferien,
2023-08-26,Ferien,
2023-08-27,Ferien,
2023-08-28,Ferien,
2023-08-29,Ferien,
2023-08-30,Ferien,
2023-08-31,Ferien,
2023-09-01,Ferien,
2023-09-02,Ferien,
2023-09-03,Ferien,
2023-09-04,Ferien,
2023-09-05,Ferien,
2023-09-06,Ferien,
2023-09-07,Ferien,
2023-09-08,Ferien,
2023-09-09,Ferien,
2023-09-10,Ferien,
2023-09-11,Ferien,
